0	0
0.01	0
0.02	-0.0003
0.03	-0.000891
0.04	-0.00176427
0.05	-0.00291134
0.06	-0.004324
0.07	-0.00599428
0.08	-0.00791445
0.09	-0.010077
0.1	-0.0124747
0.11	-0.0151005
0.12	-0.0179475
0.13	-0.021009
0.14	-0.0242788
0.15	-0.0277504
0.16	-0.0314179
0.17	-0.0352753
0.18	-0.0393171
0.19	-0.0435376
0.2	-0.0479314
0.21	-0.0524935
0.22	-0.0572187
0.23	-0.0621021
0.24	-0.0671391
0.25	-0.0723249
0.26	-0.0776551
0.27	-0.0831255
0.28	-0.0887317
0.29	-0.0944698
0.3	-0.100336
0.31	-0.106326
0.32	-0.112436
0.33	-0.118663
0.34	-0.125003
0.35	-0.131453
0.36	-0.138009
0.37	-0.144669
0.38	-0.151429
0.39	-0.158286
0.4	-0.165237
0.41	-0.17228
0.42	-0.179412
0.43	-0.18663
0.44	-0.193931
0.45	-0.201313
0.46	-0.208773
0.47	-0.21631
0.48	-0.223921
0.49	-0.231603
0.5	-0.239355
0.51	-0.247174
0.52	-0.255059
0.53	-0.263007
0.54	-0.271017
0.55	-0.279087
0.56	-0.287214
0.57	-0.295398
0.58	-0.303636
0.59	-0.311927
0.6	-0.320269
0.61	-0.328661
0.62	-0.337101
0.63	-0.345588
0.64	-0.35412
0.65	-0.362697
0.66	-0.371316
0.67	-0.379976
0.68	-0.388677
0.69	-0.397417
0.7	-0.406194
0.71	-0.415008
0.72	-0.423858
0.73	-0.432742
0.74	-0.44166
0.75	-0.45061
0.76	-0.459592
0.77	-0.468604
0.78	-0.477646
0.79	-0.486717
0.8	-0.495815
0.81	-0.504941
0.82	-0.514093
0.83	-0.52327
0.84	-0.532472
0.85	-0.541698
0.86	-0.550947
0.87	-0.560218
0.88	-0.569512
0.89	-0.578826
0.9	-0.588162
0.91	-0.597517
0.92	-0.606891
0.93	-0.616284
0.94	-0.625696
0.95	-0.635125
0.96	-0.644571
0.97	-0.654034
0.98	-0.663513
0.99	-0.673008
1	-0.682517
1.01	-0.692042
1.02	-0.701581
1.03	-0.711133
1.04	-0.720699
1.05	-0.730278
1.06	-0.73987
1.07	-0.749474
1.08	-0.75909
1.09	-0.768717
1.1	-0.778355
1.11	-0.788005
1.12	-0.797665
1.13	-0.807335
1.14	-0.817015
1.15	-0.826704
1.16	-0.836403
1.17	-0.846111
1.18	-0.855828
1.19	-0.865553
1.2	-0.875286
1.21	-0.885028
1.22	-0.894777
1.23	-0.904534
1.24	-0.914298
1.25	-0.924069
1.26	-0.933847
1.27	-0.943631
1.28	-0.953422
1.29	-0.96322
1.3	-0.973023
1.31	-0.982832
1.32	-0.992647
1.33	-1.00247
1.34	-1.01229
1.35	-1.02213
1.36	-1.03196
1.37	-1.0418
1.38	-1.05165
1.39	-1.0615
1.4	-1.07135
1.41	-1.08121
1.42	-1.09108
1.43	-1.10094
1.44	-1.11082
1.45	-1.12069
1.46	-1.13057
1.47	-1.14045
1.48	-1.15034
1.49	-1.16023
1.5	-1.17012
